ptn_id,nama_ptn,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,rasio,kategori
341,INSTITUT PERTANIAN BOGOR,13412042,KOMUNIKASI DIGITAL DAN MEDIA,Sarjana Terapan,63.0,4727.0,75.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412049,MANAJEMEN INDUSTRI JASA MAKANAN DAN GIZI,Sarjana Terapan,42.0,2456.0,58.5,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412058,TEKNIK DAN MANAJEMEN LINGKUNGAN,Sarjana Terapan,42.0,2360.0,56.2,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411063,KEDOKTERAN,Sarjana,15.0,826.0,55.1,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412056,MANAJEMEN INDUSTRI,Sarjana Terapan,42.0,2278.0,54.2,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412052,TEKNOLOGI DAN MANAJEMEN TERNAK,Sarjana Terapan,21.0,995.0,47.4,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412044,EKOWISATA,Sarjana Terapan,30.0,1360.0,45.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411072,KECERDASAN BUATAN,Sarjana,21.0,930.0,44.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411070,SMART AGRICULTURE,Sarjana,12.0,527.0,43.9,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412057,ANALISIS KIMIA,Sarjana Terapan,42.0,1784.0,42.5,Sangat Ketat
342,UNIVERSITAS SILIWANGI,13422028,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,32.0,1355.0,42.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412062,TEKNOLOGI PRODUKSI DAN PENGEMBANGAN MASYARAKAT PERTANIAN,Sarjana Terapan,21.0,889.0,42.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411025,ILMU GIZI,Sarjana,30.0,1229.0,41.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411021,TEKNIK SIPIL DAN LINGKUNGAN,Sarjana,30.0,1204.0,40.1,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411018,TEKNOLOGI PANGAN,Sarjana,39.0,1538.0,39.4,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412046,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,42.0,1638.0,39.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412059,AKUNTANSI,Sarjana Terapan,84.0,3230.0,38.5,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412054,MANAJEMEN AGRIBISNIS,Sarjana Terapan,84.0,3135.0,37.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412048,SUPERVISOR JAMINAN MUTU PANGAN,Sarjana Terapan,42.0,1511.0,36.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411024,MANAJEMEN,Sarjana,39.0,1301.0,33.4,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411064,SAINS BIOMEDIS,Sarjana,15.0,499.0,33.3,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412047,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,42.0,1366.0,32.5,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412060,PARAMEDIK VETERINER,Sarjana Terapan,26.0,806.0,31.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411008,ILMU KOMPUTER,Sarjana,51.0,1532.0,30.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412061,TEKNOLOGI DAN MANAJEMEN PRODUKSI PERKEBUNAN,Sarjana Terapan,32.0,961.0,30.0,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13411011,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,Sarjana,53.0,1558.0,29.4,Sangat Ketat
341,INSTITUT PERTANIAN BOGOR,13412050,TEKNOLOGI DAN MANAJEMEN PEMBENIHAN IKAN,Sarjana Terapan,21.0,604.0,28.8,Sangat Ketat
