ptn_id,nama_ptn,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,rasio,kategori
372,UNIVERSITAS BRAWIJAYA,13721025,TEKNIK INFORMATIKA,Sarjana,84.0,1951.0,23.2,Sangat Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821054,REKAYASA KESELAMATAN PROSES,Sarjana,15.0,346.0,23.1,Sangat Ketat
372,UNIVERSITAS BRAWIJAYA,13721023,ILMU GIZI,Sarjana,54.0,1243.0,23.0,Sangat Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821012,TEKNIK SIPIL,Sarjana,59.0,1350.0,22.9,Sangat Ketat
384,UNIVERSITAS TRUNOJOYO MADURA,13843028,AKUNTANSI,Diploma Tiga,20.0,451.0,22.6,Sangat Ketat
371,UNIVERSITAS JEMBER,13711013,PENDIDIKAN DOKTER,Sarjana,76.0,1706.0,22.4,Sangat Ketat
381,UNIVERSITAS AIRLANGGA,13811002,KEDOKTERAN GIGI,Sarjana,75.0,1666.0,22.2,Sangat Ketat
372,UNIVERSITAS BRAWIJAYA,13721003,TEKNIK SIPIL,Sarjana,56.0,1238.0,22.1,Sangat Ketat
383,UNIVERSITAS NEGERI SURABAYA,13832108,PRODUKSI MEDIA,Sarjana Terapan,50.0,1090.0,21.8,Sangat Ketat
372,UNIVERSITAS BRAWIJAYA,13721053,KEHUTANAN,Sarjana,30.0,638.0,21.3,Sangat Ketat
381,UNIVERSITAS AIRLANGGA,13811035,MANAJEMEN,Sarjana,84.0,1782.0,21.2,Sangat Ketat
381,UNIVERSITAS AIRLANGGA,13811015,SISTEM INFORMASI,Sarjana,36.0,763.0,21.2,Sangat Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821014,TEKNIK LINGKUNGAN,Sarjana,39.0,816.0,20.9,Sangat Ketat
381,UNIVERSITAS AIRLANGGA,13811027,ILMU HUKUM,Sarjana,116.0,2418.0,20.8,Sangat Ketat
373,UNIVERSITAS NEGERI MALANG,13731084,ILMU KOMUNIKASI,Sarjana,61.0,1263.0,20.7,Sangat Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821007,TEKNIK ELEKTRO,Sarjana,72.0,1488.0,20.7,Sangat Ketat
385,"UPN ""VETERAN"" JAWA TIMUR",13851027,BISNIS DIGITAL,Sarjana,32.0,646.0,20.2,Sangat Ketat
371,UNIVERSITAS JEMBER,13711008,PENDIDIKAN  DOKTER GIGI,Sarjana,76.0,1506.0,19.8,Ketat
372,UNIVERSITAS BRAWIJAYA,13721094,SAINS DATA,Sarjana,21.0,416.0,19.8,Ketat
381,UNIVERSITAS AIRLANGGA,13811032,ILMU HUBUNGAN INTERNASIONAL,Sarjana,45.0,892.0,19.8,Ketat
373,UNIVERSITAS NEGERI MALANG,13731018,TEKNIK MESIN,Sarjana,43.0,851.0,19.8,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821041,TEKNIK LEPAS PANTAI,Sarjana,36.0,712.0,19.8,Ketat
381,UNIVERSITAS AIRLANGGA,13811028,ADMINISTRASI PUBLIK,Sarjana,42.0,826.0,19.7,Ketat
381,UNIVERSITAS AIRLANGGA,13811017,GIZI,Sarjana,48.0,934.0,19.5,Ketat
381,UNIVERSITAS AIRLANGGA,13811026,TEKNIK ROBOTIKA DAN KECERDASAN BUATAN,Sarjana,30.0,583.0,19.4,Ketat
372,UNIVERSITAS BRAWIJAYA,13722090,MANAJEMEN PERHOTELAN,Sarjana Terapan,80.0,1551.0,19.4,Ketat
381,UNIVERSITAS AIRLANGGA,13811036,AKUNTANSI,Sarjana,80.0,1543.0,19.3,Ketat
373,UNIVERSITAS NEGERI MALANG,13731089,PARIWISATA,Sarjana,44.0,837.0,19.0,Ketat
383,UNIVERSITAS NEGERI SURABAYA,13831064,ILMU KOMUNIKASI,Sarjana,90.0,1712.0,19.0,Ketat
381,UNIVERSITAS AIRLANGGA,13811014,TEKNIK LINGKUNGAN,Sarjana,33.0,626.0,19.0,Ketat
373,UNIVERSITAS NEGERI MALANG,13732025,TEKNOLOGI REKAYASA DAN PEMELIHARAAN BANGUNAN SIPIL,Sarjana Terapan,46.0,872.0,19.0,Ketat
383,UNIVERSITAS NEGERI SURABAYA,13831053,MANAJEMEN,Sarjana,104.0,1970.0,18.9,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13822036,TEKNOLOGI REKAYASA KONVERSI ENERGI,Sarjana Terapan,42.0,793.0,18.9,Ketat
383,UNIVERSITAS NEGERI SURABAYA,13831102,KEBIDANAN,Sarjana,16.0,301.0,18.8,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821013,ARSITEKTUR,Sarjana,36.0,678.0,18.8,Ketat
381,UNIVERSITAS AIRLANGGA,13811010,KEPERAWATAN,Sarjana,72.0,1336.0,18.6,Ketat
381,UNIVERSITAS AIRLANGGA,13811009,KESEHATAN MASYARAKAT,Sarjana,72.0,1327.0,18.4,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13822055,ANALITIKA LOGISTIK TERAPAN,Sarjana Terapan,16.0,291.0,18.2,Ketat
381,UNIVERSITAS AIRLANGGA,13812066,TEKNOLOGI VETERINER,Sarjana Terapan,24.0,434.0,18.1,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821042,TEKNIK PANGAN,Sarjana,24.0,431.0,18.0,Ketat
382,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,13821052,REKAYASA PERANGKAT LUNAK,Sarjana,18.0,324.0,18.0,Ketat
371,UNIVERSITAS JEMBER,13711039,TEKNIK PERTAMBANGAN,Sarjana,32.0,577.0,18.0,Ketat
372,UNIVERSITAS BRAWIJAYA,13721078,PARIWISATA,Sarjana,50.0,899.0,18.0,Ketat
383,UNIVERSITAS NEGERI SURABAYA,13831117,PARIWISATA,Sarjana,30.0,537.0,17.9,Ketat
372,UNIVERSITAS BRAWIJAYA,13721059,ADMINISTRASI BISNIS,Sarjana,140.0,2504.0,17.9,Ketat
373,UNIVERSITAS NEGERI MALANG,13731091,TEKNIK LINGKUNGAN,Sarjana,26.0,458.0,17.6,Ketat
383,UNIVERSITAS NEGERI SURABAYA,13832071,DESAIN GRAFIS,Sarjana Terapan,35.0,613.0,17.5,Ketat
371,UNIVERSITAS JEMBER,13711018,FARMASI,Sarjana,76.0,1327.0,17.5,Ketat
372,UNIVERSITAS BRAWIJAYA,13721060,MANAJEMEN,Sarjana,113.0,1969.0,17.4,Ketat
381,UNIVERSITAS AIRLANGGA,13811023,TEKNIK ELEKTRO,Sarjana,30.0,522.0,17.4,Ketat
